id,name,height,weight,base_experience,types,abilities,stats_hp,stats_attack,stats_defense,stats_special_attack,stats_special_defense,stats_speed
10248,basculegion-female,30,1100,265,"water, ghost","swift-swim, adaptability, mold-breaker",120,92,65,100,75,78
10249,enamorus-therian,16,480,116,"fairy, flying",overcoat,74,115,110,135,100,46
10250,tauros-paldea-combat-breed,14,1150,172,fighting,"intimidate, anger-point, cud-chew",75,110,105,30,70,100
10251,tauros-paldea-blaze-breed,14,850,172,"fighting, fire","intimidate, anger-point, cud-chew",75,110,105,30,70,100
10252,tauros-paldea-aqua-breed,14,1100,172,"fighting, water","intimidate, anger-point, cud-chew",75,110,105,30,70,100
10253,wooper-paldea,4,110,42,"poison, ground","poison-point, water-absorb, unaware",55,45,45,25,25,15
10254,oinkologne-female,10,1200,171,normal,"aroma-veil, gluttony, thick-fat",115,90,70,59,90,65
10255,dudunsparce-three-segment,45,474,182,normal,"serene-grace, run-away, rattled",125,100,80,85,75,55
10256,palafin-hero,18,974,160,water,"zero-to-hero, zero-to-hero",100,160,97,106,87,100
10257,maushold-family-of-three,3,28,165,normal,"friend-guard, cheek-pouch, technician",74,75,70,65,75,111
10258,tatsugiri-droopy,3,80,166,"dragon, water","commander, storm-drain",68,50,60,120,95,82
10259,tatsugiri-stretchy,3,80,166,"dragon, water","commander, storm-drain",68,50,60,120,95,82
10260,squawkabilly-blue-plumage,6,24,146,"normal, flying","intimidate, hustle, guts",82,96,51,45,51,92
10261,squawkabilly-yellow-plumage,6,24,146,"normal, flying","intimidate, hustle, sheer-force",82,96,51,45,51,92
10262,squawkabilly-white-plumage,6,24,146,"normal, flying","intimidate, hustle, sheer-force",82,96,51,45,51,92
10263,gimmighoul-roaming,1,10,60,ghost,"run-away, run-away",45,30,25,75,45,80
10264,koraidon-limited-build,35,3030,335,"fighting, dragon","orichalcum-pulse, orichalcum-pulse",100,135,115,85,100,135
10265,koraidon-sprinting-build,35,3030,335,"fighting, dragon","orichalcum-pulse, orichalcum-pulse",100,135,115,85,100,135
10266,koraidon-swimming-build,35,3030,335,"fighting, dragon","orichalcum-pulse, orichalcum-pulse",100,135,115,85,100,135
10267,koraidon-gliding-build,35,3030,335,"fighting, dragon","orichalcum-pulse, orichalcum-pulse",100,135,115,85,100,135
10268,miraidon-low-power-mode,28,2400,335,"electric, dragon","hadron-engine, hadron-engine",100,85,100,135,115,135
10269,miraidon-drive-mode,28,2400,335,"electric, dragon","hadron-engine, hadron-engine",100,85,100,135,115,135
10270,miraidon-aquatic-mode,28,2400,335,"electric, dragon","hadron-engine, hadron-engine",100,85,100,135,115,135
10271,miraidon-glide-mode,28,2400,335,"electric, dragon","hadron-engine, hadron-engine",100,85,100,135,115,135
10272,ursaluna-bloodmoon,24,2900,275,"ground, normal",minds-eye,113,70,120,135,65,52
10273,ogerpon-wellspring-mask,12,398,275,"grass, water",water-absorb,80,120,84,60,96,110
10274,ogerpon-hearthflame-mask,12,398,275,"grass, fire",mold-breaker,80,120,84,60,96,110
10275,ogerpon-cornerstone-mask,12,398,275,"grass, rock",sturdy,80,120,84,60,96,110
10276,terapagos-terastal,3,160,90,normal,tera-shell,95,95,110,105,110,85
10277,terapagos-stellar,17,770,90,normal,teraform-zero,160,105,110,130,110,85
